event_id,event_type,aggregate_id,aggregate_type,sequence_number,schema_version,occurred_at,recorded_at,metadata_causation_id,metadata_correlation_id,metadata_user_id,metadata_source_service,payload_application_id,payload_applicant_id,payload_requested_amount_usd,payload_loan_purpose,payload_loan_term_months,payload_submission_channel,payload_contact_email,payload_contact_name,payload_submitted_at,payload_application_reference,payload_required_document_types_count,payload_required_document_types,payload_deadline,payload_requested_by,payload_package_id,payload_required_documents_count,payload_required_documents,payload_created_at,payload_document_id,payload_document_type,payload_document_format,payload_filename,payload_file_path,payload_file_size_bytes,payload_file_hash,payload_fiscal_year,payload_uploaded_at,payload_uploaded_by,payload_added_at,payload_session_id,payload_agent_type,payload_agent_id,payload_model_version,payload_langgraph_graph_version,payload_context_source,payload_context_token_count,payload_started_at,payload_inputs_validated_count,payload_inputs_validated,payload_validation_duration_ms,payload_validated_at,payload_node_name,payload_node_sequence,payload_input_keys_count,payload_input_keys,payload_output_keys_count,payload_output_keys,payload_llm_called,payload_llm_tokens_input,payload_llm_tokens_output,payload_llm_cost_usd,payload_duration_ms,payload_executed_at,payload_page_count,payload_detected_format,payload_pipeline_version,payload_extraction_model,payload_tool_name,payload_tool_input_summary,payload_tool_output_summary,payload_tool_duration_ms,payload_called_at,payload_facts_total_revenue,payload_facts_gross_profit,payload_facts_operating_expenses,payload_facts_operating_income,payload_facts_ebitda,payload_facts_depreciation_amortization,payload_facts_interest_expense,payload_facts_income_before_tax,payload_facts_tax_expense,payload_facts_net_income,payload_facts_total_assets,payload_facts_current_assets,payload_facts_cash_and_equivalents,payload_facts_accounts_receivable,payload_facts_inventory,payload_facts_total_liabilities,payload_facts_current_liabilities,payload_facts_long_term_debt,payload_facts_total_equity,payload_facts_operating_cash_flow,payload_facts_investing_cash_flow,payload_facts_financing_cash_flow,payload_facts_free_cash_flow,payload_facts_debt_to_equity,payload_facts_current_ratio,payload_facts_debt_to_ebitda,payload_facts_interest_coverage,payload_facts_gross_margin,payload_facts_net_margin,payload_facts_fiscal_year_end,payload_facts_currency,payload_facts_gaap_compliant,payload_facts_field_confidence_total_revenue,payload_facts_field_confidence_net_income,payload_facts_field_confidence_total_assets,payload_facts_page_references_total_revenue,payload_facts_page_references_net_income,payload_facts_extraction_notes_count,payload_facts_balance_sheet_balances,payload_facts_balance_discrepancy_usd,payload_raw_text_length,payload_tables_extracted,payload_processing_ms,payload_completed_at,payload_overall_confidence,payload_is_coherent,payload_anomalies_count,payload_critical_missing_fields_count,payload_reextraction_recommended,payload_auditor_notes,payload_assessed_at,payload_documents_processed,payload_has_quality_flags,payload_quality_flag_count,payload_ready_at,payload_events_written_count,payload_output_summary,payload_written_at,payload_total_nodes_executed,payload_total_llm_calls,payload_total_tokens_used,payload_total_cost_usd,payload_total_duration_ms,payload_next_agent_triggered,payload_requested_at,payload_priority,payload_opened_at,payload_fiscal_years_loaded_count,payload_fiscal_years_loaded,payload_has_prior_loans,payload_has_defaults,payload_revenue_trajectory,payload_data_hash,payload_consumed_at,payload_document_ids_consumed_count,payload_document_ids_consumed,payload_facts_summary,payload_quality_flags_present,payload_decision_risk_tier,payload_decision_recommended_limit_usd,payload_decision_confidence,payload_decision_rationale,payload_decision_key_concerns_count,payload_decision_key_concerns,payload_decision_data_quality_caveats_count,payload_decision_policy_overrides_applied_count,payload_model_deployment_id,payload_input_data_hash,payload_analysis_duration_ms,payload_regulatory_basis_count,payload_triggered_by_event_id,payload_screening_model_version,payload_initiated_at,payload_fraud_score,payload_risk_level,payload_anomalies_found,payload_recommendation,payload_regulation_set_version,payload_rules_to_evaluate_count,payload_rules_to_evaluate,payload_rule_id,payload_rule_name,payload_rule_version,payload_evidence_hash,payload_evaluation_notes,payload_evaluated_at,payload_note_type,payload_note_text,payload_rules_evaluated,payload_rules_passed,payload_rules_failed,payload_rules_noted,payload_has_hard_block,payload_overall_verdict,payload_all_analyses_complete,payload_orchestrator_session_id,payload_confidence,payload_approved_amount_usd,payload_conditions_count,payload_conditions,payload_executive_summary,payload_key_risks_count,payload_contributing_sessions_count,payload_model_versions_orchestrator,payload_generated_at,payload_interest_rate_pct,payload_term_months,payload_approved_by,payload_effective_date,payload_approved_at,payload_failure_reason,payload_is_hard_block,payload_remediation_available,payload_remediation_description,payload_decline_reasons_count,payload_decline_reasons,payload_declined_by,payload_adverse_action_notice_required,payload_adverse_action_codes_count,payload_adverse_action_codes,payload_declined_at,payload_key_risks
1f379007-fd32-4cb2-b3b2-b46e8fc61f60,DocumentUploadRequested,9c285699-e24e-4e45-92ef-8cc58509b070,Loan,2,1.0,2026-02-22T13:46:17.385823Z,2026-02-22T13:46:17.385823Z,,81e84cc2-c6a6-4a3e-9d11-07f9aa116f54,system,agentic-governance-ledger,APEX-0004,,,,,,,,,,3.0,application_proposal|income_statement|balance_sheet,2026-03-01T13:46:17.385823,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09d97f27-a21b-4f5e-9f25-3a752563014d,PackageCreated,b0f991fe-0ec6-4d46-b171-661eae490276,DocumentPackage,1,1.0,2026-02-22T13:46:37.385823Z,2026-02-22T13:46:37.385823Z,,81e84cc2-c6a6-4a3e-9d11-07f9aa116f54,system,agentic-governance-ledger,APEX-0004,,,,,,,,,,,,,,APEX-0004,3.0,application_proposal|income_statement|balance_sheet,2026-02-22T13:46:37.385823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b230f0c2-e512-4373-9d51-3dbf08b92007,ApplicationSubmitted,0b4c78a9-2729-4c63-bbbb-4269b2ba018a,Loan,1,1.0,2026-02-18T13:47:17.387021Z,2026-02-18T13:47:17.387021Z,,cb94c37b-554d-48e8-b17f-54972bfc32da,williamsonjimmy@example.net,agentic-governance-ledger,APEX-0005,COMP-057,1479000.0,working_capital,36.0,web,williamsonjimmy@example.net,Yolanda Francis,2026-02-18T13:47:17.387021,APEX-0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1a1b8f3-7894-417d-a3ca-f7320e9ed4a4,DocumentUploadRequested,0b4c78a9-2729-4c63-bbbb-4269b2ba018a,Loan,2,1.0,2026-02-18T13:47:17.387021Z,2026-02-18T13:47:17.387021Z,,cb94c37b-554d-48e8-b17f-54972bfc32da,system,agentic-governance-ledger,APEX-0005,,,,,,,,,,3.0,application_proposal|income_statement|balance_sheet,2026-02-25T13:47:17.387021,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2aaa21c6-01dc-4e42-b4cf-45e0bde3220b,PackageCreated,5f02cda3-8bd0-4cb5-aab6-769cd7927a61,DocumentPackage,1,1.0,2026-02-18T13:47:37.387021Z,2026-02-18T13:47:37.387021Z,,cb94c37b-554d-48e8-b17f-54972bfc32da,system,agentic-governance-ledger,APEX-0005,,,,,,,,,,,,,,APEX-0005,3.0,application_proposal|income_statement|balance_sheet,2026-02-18T13:47:37.387021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a262b81-da24-41a4-b0e1-973ba1276d2b,ApplicationSubmitted,f7b254ff-c430-4442-a3fe-e6d3aef8e019,Loan,1,1.0,2026-02-19T13:48:17.387999Z,2026-02-19T13:48:17.387999Z,,6b5a16db-8a0c-4c27-866a-9ace7bbc42a0,wgood@example.net,agentic-governance-ledger,APEX-0006,COMP-044,5753000.0,real_estate,48.0,branch,wgood@example.net,Ashlee Jackson,2026-02-19T13:48:17.387999,APEX-0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d940ab9-eed0-4720-a3a3-39b6754c6ca3,DocumentUploadRequested,f7b254ff-c430-4442-a3fe-e6d3aef8e019,Loan,2,1.0,2026-02-19T13:48:17.387999Z,2026-02-19T13:48:17.387999Z,,6b5a16db-8a0c-4c27-866a-9ace7bbc42a0,system,agentic-governance-ledger,APEX-0006,,,,,,,,,,3.0,application_proposal|income_statement|balance_sheet,2026-02-26T13:48:17.387999,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19eb18c4-1b2f-4ed3-8eb3-9c94373627ec,PackageCreated,a7df30f2-9e62-4d22-849b-f2a4e0a3ae70,DocumentPackage,1,1.0,2026-02-19T13:48:37.387999Z,2026-02-19T13:48:37.387999Z,,6b5a16db-8a0c-4c27-866a-9ace7bbc42a0,system,agentic-governance-ledger,APEX-0006,,,,,,,,,,,,,,APEX-0006,3.0,application_proposal|income_statement|balance_sheet,2026-02-19T13:48:37.387999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457944b8-d7fc-4854-a4a8-e57a0652ae67,ApplicationSubmitted,6a7c3a71-9760-44d8-abb3-27baef3b4f2e,Loan,1,1.0,2026-02-20T13:47:17.389080Z,2026-02-20T13:47:17.389080Z,,b252c35c-bdb2-433a-accb-b7e2ad1433d9,rebecca05@example.org,agentic-governance-ledger,APEX-0007,COMP-019,1690000.0,working_capital,36.0,mobile,rebecca05@example.org,James Thomas,2026-02-20T13:47:17.389080,APEX-0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efbbf5b5-0372-4fbd-a11d-68f8b9f20be9,DocumentUploadRequested,6a7c3a71-9760-44d8-abb3-27baef3b4f2e,Loan,2,1.0,2026-02-20T13:47:17.389080Z,2026-02-20T13:47:17.389080Z,,b252c35c-bdb2-433a-accb-b7e2ad1433d9,system,agentic-governance-ledger,APEX-0007,,,,,,,,,,3.0,application_proposal|income_statement|balance_sheet,2026-02-27T13:47:17.389080,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca37cc34-43c8-4996-a389-7bffe62a52d1,PackageCreated,5241fc31-ae34-4ea6-92b0-8ccc28dec4c3,DocumentPackage,1,1.0,2026-02-20T13:47:37.389080Z,2026-02-20T13:47:37.389080Z,,b252c35c-bdb2-433a-accb-b7e2ad1433d9,system,agentic-governance-ledger,APEX-0007,,,,,,,,,,,,,,APEX-0007,3.0,application_proposal|income_statement|balance_sheet,2026-02-20T13:47:37.389080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05c93754-b358-4b51-8abb-accad14f3d5a,DocumentUploaded,6a7c3a71-9760-44d8-abb3-27baef3b4f2e,Loan,3,1.0,2026-02-22T13:55:37.389080Z,2026-02-22T13:55:37.389080Z,,b252c35c-bdb2-433a-accb-b7e2ad1433d9,applicant,agentic-governance-ledger,APEX-0007,,,,,,,,,,,,,,,,,,doc-31b21e51,application_proposal,pdf,APEX-0007_proposal.pdf,documents/COMP-019/APEX-0007_proposal.pdf,64164.0,8eb66e9cbdaaa5ba,,2026-02-22T13:55:37.389080,applicant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ea90308-ed3c-4c46-a672-08576e8267f5,DocumentAdded,5241fc31-ae34-4ea6-92b0-8ccc28dec4c3,DocumentPackage,2,1.0,2026-02-22T13:55:37.389080Z,2026-02-22T13:55:37.389080Z,,1725fb62-5d3a-4e02-b303-58af0c8cb39a,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0007,,,,doc-31b21e51,application_proposal,pdf,,,,8eb66e9cbdaaa5ba,,,,2026-02-22T13:55:37.389080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
